Country,Year_Cohort,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Schooling,region,sub_region
Honduras,2012-2015,74.375,115.5,3.5,3.03,97.0,0.0,38.475,97.0,9.216666666666667,97.0,0.35,2221.006918,2824869.0,11.45,Americas,Latin America and the Caribbean
Hungary,2000-2003,72.43333333333334,184.33333333333334,1.0,13.236666666666666,90.02864583333333,6.666666666666667,57.1,98.66666666666667,7.666666666666667,99.0,0.10000000000000002,3196.583723333333,810998.6666666666,14.566666666666668,Europe,Eastern Europe
Hungary,2004-2007,73.17500000000001,138.25,1.0,12.9825,90.02864583333333,0.75,59.05,99.0,8.1725,99.0,0.1,9415.6679375,42156.5,15.2,Europe,Eastern Europe
Hungary,2008-2011,74.4,124.5,0.25,11.3475,90.02864583333333,1.5,47.925,99.0,7.6425,99.0,0.1,7852.709522499999,2530575.75,15.325000000000001,Europe,Eastern Europe
Hungary,2012-2015,75.475,139.0,0.0,7.386666666666667,90.02864583333333,0.75,63.9,99.0,7.5566666666666675,99.0,0.1,13232.8852925,3208135.0,15.55,Europe,Eastern Europe
Iceland,2000-2003,83.66666666666667,48.0,0.0,6.53,84.4,0.0,55.36666666666667,94.66666666666667,6.8933333333333335,94.66666666666667,0.10000000000000002,21509.0472,287337.3333333333,17.3,Europe,Northern Europe
Iceland,2004-2007,82.85,61.75,0.0,7.1425,84.4,0.0,57.15,97.0,9.127500000000001,97.0,0.1,44282.221745,167839.0,18.125,Europe,Northern Europe
Iceland,2008-2011,81.725,54.25,0.0,8.7725,84.4,0.0,58.7,96.25,8.8575,96.25,0.1,25439.961685,174917.0,18.4,Europe,Northern Europe
Iceland,2012-2015,82.525,27.0,0.0,7.523333333333333,84.4,0.0,33.375,70.25,8.763333333333334,70.25,0.1,26830.699439999997,179420.25,18.925,Europe,Northern Europe
India,2000-2003,63.300000000000004,219.0,1733.3333333333333,1.0966666666666667,73.57142857142857,46323.666666666664,12.200000000000001,57.666666666666664,4.3999999999999995,59.666666666666664,0.3,484.8527979666667,67430938.33333333,8.433333333333334,Asia,Southern Asia
India,2004-2007,64.6,119.75,1500.0,1.3575,6.5,49370.75,13.7,64.0,4.245,64.25,0.3,402.39086192499997,1152978352.25,9.55,Asia,Southern Asia
India,2008-2011,66.175,103.5,1225.0,2.55,37.0,41384.5,15.65,74.25,4.3325,60.5,0.225,954.5614715,94566037.0,10.475,Asia,Southern Asia
India,2012-2015,67.8,142.75,991.75,3.0933333333333333,61.5,50610.0,17.825,82.75,4.536666666666666,84.25,0.2,1521.37211325,387369192.75,11.5,Asia,Southern Asia
Indonesia,2000-2003,66.7,188.66666666666666,177.33333333333334,0.05333333333333334,63.0,14258.0,16.733333333333334,31.0,2.3433333333333333,51.333333333333336,0.10000000000000002,604.0439670666666,8955575.0,10.666666666666666,Asia,South-eastern Asia
Indonesia,2004-2007,66.825,110.5,162.5,0.06,67.75,21225.5,14.85,78.25,2.7925,72.0,0.125,1179.422986,125564721.25,11.0,Asia,South-eastern Asia
Indonesia,2008-2011,68.0,187.5,141.0,0.0775,82.0,19237.25,22.525,82.75,2.7725,79.25,0.275,2304.68413,131798847.0,11.95,Asia,South-eastern Asia
Indonesia,2012-2015,68.8,179.75,121.5,0.08666666666666667,81.0,12987.5,26.05,46.5,2.893333333333333,81.0,0.3,2719.595181,196852181.0,12.825,Asia,South-eastern Asia
Iran (Islamic Republic of),2000-2003,74.73333333333333,147.33333333333334,31.0,0.01,97.0,10260.0,46.199999999999996,97.66666666666667,5.336666666666666,98.0,0.10000000000000002,1104.5503666976563,68834616.08333333,11.766666666666666,Asia,Southern Asia
Iran (Islamic Republic of),2004-2007,72.1,138.75,26.5,0.015,96.0,90.75,37.725,97.5,6.07,97.75,0.1,1104.5503666976563,68834616.08333333,11.600000000000001,Asia,Southern Asia
Iran (Islamic Republic of),2008-2011,73.7,91.5,22.75,0.0275,99.0,250.0,53.075,99.0,7.3075,99.0,0.1,1104.5503666976563,68834616.08333333,12.725,Asia,Southern Asia
Iran (Islamic Republic of),2012-2015,75.325,83.5,19.5,0.01,98.5,308.75,57.85,98.5,6.786666666666666,98.5,0.1,1104.5503666976563,68834616.08333333,14.575,Asia,Southern Asia
Iraq,2000-2003,70.83333333333333,123.0,30.0,0.13,64.66666666666667,1362.6666666666667,20.666666666666668,52.333333333333336,4.36,76.66666666666667,0.10000000000000002,11616.87973554563,24939524.666666668,9.066666666666666,Asia,Western Asia
Iraq,2004-2007,66.15,131.5,30.75,0.1675,60.5,2673.25,52.85,68.75,4.1075,63.75,0.1,2180.623346,8361860.0,10.075,Asia,Western Asia
Iraq,2008-2011,74.075,151.0,32.0,0.1825,72.5,9082.25,55.5,57.75,3.93,75.0,0.1,3640.95837825,15638773.25,10.350000000000001,Asia,Western Asia
Iraq,2012-2015,70.575,136.25,32.0,0.01,61.25,858.5,58.15,36.0,5.573333333333333,64.75,0.1,4806.0908875000005,25694733.25,10.25,Asia,Western Asia
Ireland,2000-2003,77.46666666666667,86.33333333333333,0.0,13.893333333333333,84.4,356.0,52.9,84.33333333333333,6.983333333333333,84.33333333333333,0.10000000000000002,21626.634766666666,3931570.3333333335,16.566666666666666,Europe,Northern Europe
Ireland,2004-2007,78.875,78.25,0.0,13.415,84.4,145.0,55.475,70.25,7.35,70.25,0.1,42308.402865,3219927.25,17.450000000000003,Europe,Northern Europe
Ireland,2008-2011,82.375,56.75,0.0,11.9175,70.5,237.25,58.55,94.0,8.77,94.0,0.1,53581.32934,3514467.0,18.125,Europe,Northern Europe
Ireland,2012-2015,82.15,66.5,0.0,10.910000000000002,95.0,48.75,48.175,95.5,8.066666666666668,95.5,0.1,16670.9000325,4619812.75,18.575000000000003,Europe,Northern Europe
Israel,2000-2003,79.43333333333334,73.0,1.0,2.44,97.33333333333333,48.333333333333336,59.166666666666664,92.33333333333333,7.513333333333333,64.66666666666667,0.10000000000000002,12538.117613333334,24664.333333333332,15.466666666666667,Asia,Western Asia
Israel,2004-2007,82.25,69.0,1.0,2.3,97.5,166.5,33.85,94.75,7.385,94.5,0.1,6238.2913025,5584.5,15.775,Asia,Western Asia
Israel,2008-2011,81.5,62.5,1.0,2.58,98.0,257.25,62.775,94.75,7.385,94.75,0.1,23693.11752,59034.5,15.725,Asia,Western Asia
Israel,2012-2015,82.15,32.75,0.75,2.6966666666666668,96.75,86.75,64.375,95.0,7.81,95.0,0.1,35568.87123,26762.0,15.95,Asia,Western Asia
Italy,2000-2003,79.89999999999999,73.0,2.0,9.413333333333334,95.0,6789.0,56.36666666666667,96.33333333333333,8.17,94.0,0.10000000000000002,16536.206133333333,2119553.6666666665,15.166666666666666,Europe,Southern Europe
Italy,2004-2007,84.875,65.0,2.0,8.61,96.25,373.5,58.5,97.0,8.625,95.5,0.1,26043.589315,44910655.25,15.875,Europe,Southern Europe
Italy,2008-2011,81.725,33.5,2.0,7.285,96.0,1882.25,47.225,96.0,9.2475,96.0,0.1,27906.272044999998,45869740.5,16.35,Europe,Southern Europe
Italy,2012-2015,82.375,44.25,1.75,7.466666666666666,95.0,133.75,62.85,95.0,9.25,95.25,0.1,18524.3028725,16781540.25,16.425,Europe,Southern Europe
Jamaica,2000-2003,72.93333333333334,168.0,1.0,3.7099999999999995,36.0,0.0,43.5,99.0,4.92,98.0,2.2666666666666666,3485.5320933333333,1891889.3333333333,11.5,Americas,Latin America and the Caribbean
Jamaica,2004-2007,73.75,122.25,1.0,3.6325,96.5,0.0,46.75,97.25,4.6475,96.0,1.65,2244.47681075,2131299.0,12.125,Americas,Latin America and the Caribbean
Jamaica,2008-2011,74.85,141.0,1.0,3.4924999999999997,71.75,0.75,38.825,71.75,5.2675,71.5,0.525,2495.53839075,854704.5,12.7,Americas,Latin America and the Caribbean
Jamaica,2012-2015,75.725,133.0,1.0,3.7566666666666664,93.0,0.0,53.1,91.5,5.6433333333333335,93.0,0.525,2599.803057,932100.0,12.8,Americas,Latin America and the Caribbean
Japan,2000-2003,81.73333333333333,28.666666666666668,3.3333333333333335,7.91,90.40625,21550.0,22.933333333333334,89.0,7.866666666666667,96.0,0.10000000000000002,23208.07341333333,127437.33333333333,14.700000000000001,Asia,Eastern Asia
Japan,2004-2007,82.275,68.0,3.0,7.6175,90.40625,2318.0,24.625,96.0,8.23,98.25,0.1,36403.897115,96167.25,14.9,Asia,Eastern Asia
Japan,2008-2011,82.8,64.0,3.0,7.1225000000000005,90.40625,3160.0,26.65,97.75,7.3475,97.25,0.1,24205.0367175,38707.5,15.05,Asia,Eastern Asia
Japan,2012-2015,83.5,56.5,2.0,4.983333333333333,90.40625,238.5,28.4,99.0,1.2166666666666666,96.25,0.1,11922.068245,127372.75,15.3,Asia,Eastern Asia
Jordan,2000-2003,72.10000000000001,129.0,4.0,0.5433333333333333,96.33333333333333,52.0,55.53333333333333,96.33333333333333,9.576666666666666,97.0,0.10000000000000002,1809.9227453333333,5292581.333333333,12.966666666666667,Asia,Western Asia
Jordan,2004-2007,72.675,96.25,4.0,0.5700000000000001,96.5,22.75,58.175,96.5,8.8825,96.5,0.1,1446.376823,5844282.25,13.65,Asia,Western Asia
Jordan,2008-2011,73.35,117.5,4.0,0.5349999999999999,97.75,0.5,34.275,98.0,8.782499999999999,97.75,0.1,2736.0882862500002,5401030.0,13.375,Asia,Western Asia
Jordan,2012-2015,73.925,113.5,4.0,0.4066666666666667,98.25,35.75,64.4,98.25,7.56,98.25,0.1,1336.1402202499999,4352726.25,13.05,Asia,Western Asia
Kazakhstan,2000-2003,64.5,280.6666666666667,8.0,6.1066666666666665,96.33333333333333,45.333333333333336,44.833333333333336,96.33333333333333,3.5933333333333337,96.33333333333333,0.10000000000000002,692.1206226666667,9955733.666666666,12.700000000000001,Asia,Central Asia
Kazakhstan,2004-2007,64.9,291.0,8.0,7.0025,96.5,4611.0,46.55,97.75,3.8925,93.0,0.1,4677.13942375,4666447.5,14.1,Asia,Central Asia
Kazakhstan,2008-2011,67.675,238.25,7.25,6.925,99.0,37.75,48.875,98.75,4.2,98.75,0.1,6852.729084250001,4168023.0,14.525,Asia,Central Asia
Kazakhstan,2012-2015,70.125,115.5,5.0,6.53,96.75,243.75,40.6,97.25,4.326666666666667,97.5,0.1,3805.8981825,13340012.5,14.925,Asia,Central Asia
Kenya,2000-2003,52.13333333333333,436.0,75.66666666666667,1.593333333333333,78.5,4045.0,15.1,78.33333333333333,4.536666666666666,55.0,15.699999999999998,291.43774933333333,12022494.333333334,8.366666666666667,Africa,Sub-Saharan Africa
Kenya,2004-2007,54.8,397.0,69.0,1.745,59.5,884.0,16.625,58.25,4.4225,59.5,11.05,628.882314175,1912335.75,9.575,Africa,Sub-Saharan Africa
Kenya,2008-2011,60.3,307.0,61.75,1.775,70.25,1247.5,18.674999999999997,70.75,4.3175,70.25,4.775,741.12715755,21548532.75,10.825,Africa,Sub-Saharan Africa
Kenya,2012-2015,62.75,256.25,56.75,1.22,92.0,159.75,12.025,91.0,5.593333333333334,90.5,2.925,1267.4975595,34043040.5,11.1,Africa,Sub-Saharan Africa
Kiribati,2000-2003,64.53333333333333,217.0,0.0,0.5299999999999999,79.0,0.0,48.699999999999996,87.66666666666667,9.36,56.333333333333336,0.10000000000000002,558.9737620333334,87365.33333333333,11.233333333333334,Oceania,Micronesia
Kiribati,2004-2007,64.925,212.5,0.0,0.63,64.0,0.0,72.425,78.5,4.645,80.25,0.1,959.3432740000001,51901.0,12.125,Oceania,Micronesia
Kiribati,2008-2011,65.275,25.5,0.0,0.5025000000000001,88.75,0.0,74.9,87.0,6.8525,89.5,0.1,1474.0967295,9680.0,11.825,Oceania,Micronesia
Kiribati,2012-2015,65.975,61.5,0.0,0.01,86.5,0.0,76.9,67.5,1.2433333333333334,85.5,0.1,1649.30089625,14463.25,11.9,Oceania,Micronesia
Kuwait,2000-2003,73.3,94.0,0.0,0.016666666666666666,99.0,0.0,65.0,99.0,3.466666666666667,99.0,0.10000000000000002,7238.652343333332,7185663.520833333,14.0,Asia,Western Asia
Kuwait,2004-2007,73.6,69.5,0.5,0.0175,97.75,8.25,66.5,98.75,2.38,98.75,0.1,29745.6556275,7185663.520833333,14.15,Asia,Western Asia
Kuwait,2008-2011,73.975,86.5,1.0,0.04,99.0,11.25,68.2,98.75,2.795,98.75,0.1,44976.379715,7185663.520833333,13.575,Asia,Western Asia
Kuwait,2012-2015,74.525,82.5,0.5,0.01,98.0,40.5,38.975,97.5,2.8433333333333333,97.75,0.1,42909.142675,7185663.520833333,13.15,Asia,Western Asia
Kyrgyzstan,2000-2003,66.83333333333333,216.33333333333334,4.0,3.15,85.0,8.333333333333334,36.5,98.66666666666667,5.216666666666666,98.33333333333333,0.10000000000000002,1879.954954409896,4164891.8020833335,12.033333333333333,Asia,Central Asia
Kyrgyzstan,2004-2007,66.975,226.25,4.0,2.8675,74.75,32.0,38.25,95.75,6.2475000000000005,95.75,0.1,1879.954954409896,4164891.8020833335,12.5,Asia,Central Asia
Kyrgyzstan,2008-2011,68.575,156.25,4.0,2.7325,96.25,59.75,22.424999999999997,93.25,6.5825,95.5,0.15000000000000002,1879.954954409896,4164891.8020833335,12.325,Asia,Central Asia
Kyrgyzstan,2012-2015,74.0,93.75,3.0,0.01,96.5,4524.5,43.5,95.75,6.71,96.5,0.1,1879.954954409896,4164891.8020833335,12.65,Asia,Central Asia
Lao People's Democratic Republic,2000-2003,59.26666666666667,265.0,12.666666666666666,3.2900000000000005,5.0,1324.6666666666667,13.266666666666666,54.0,4.543333333333334,51.333333333333336,0.10000000000000002,7397.741438039121,32962480.354166664,8.1,Asia,South-eastern Asia
Lao People's Democratic Republic,2004-2007,62.15,189.0,11.25,3.975,39.0,880.5,15.225000000000001,38.25,4.285,39.0,0.2,7397.741438039121,32962480.354166664,8.825,Asia,South-eastern Asia
Lao People's Democratic Republic,2008-2011,63.325,220.5,9.75,5.404999999999999,70.0,129.5,17.675,57.0,2.8725,70.0,0.25,7397.741438039121,32962480.354166664,9.525,Asia,South-eastern Asia
Lao People's Democratic Republic,2012-2015,65.075,111.0,8.5,0.01,85.75,124.5,11.524999999999999,85.25,1.9966666666666668,85.75,0.25,7397.741438039121,32962480.354166664,10.5,Asia,South-eastern Asia
Latvia,2000-2003,73.63333333333334,158.66666666666666,0.0,7.453333333333333,97.33333333333333,0.3333333333333333,56.0,97.66666666666667,6.203333333333333,97.33333333333333,0.10000000000000002,4280.052503333333,917615.0,14.733333333333334,Europe,Northern Europe
Latvia,2004-2007,75.0,173.0,0.0,10.3125,95.5,2.25,57.175,97.0,6.695,97.0,0.1,6255.672425000001,1685650.75,15.95,Europe,Northern Europe
Latvia,2008-2011,72.725,142.5,0.0,10.4075,91.25,1.0,58.725,93.0,6.529999999999999,93.0,0.1,10316.703485,1160631.25,16.125,Europe,Northern Europe
Latvia,2012-2015,74.225,158.25,0.0,6.863333333333333,72.25,9.75,33.475,93.0,5.82,93.0,0.1,11186.701475,1104568.75,15.725,Europe,Northern Europe
Lebanon,2000-2003,73.23333333333333,14.333333333333334,1.0,2.1199999999999997,53.0,190.0,59.13333333333333,53.0,4.233333333333333,53.0,0.10000000000000002,5371.795840666667,2418053.3333333335,15.0,Asia,Western Asia
Lebanon,2004-2007,74.025,30.75,1.0,1.895,59.5,540.0,34.075,74.5,8.765,59.5,0.1,4187.648739,2095580.0,13.5,Asia,Western Asia
Lebanon,2008-2011,74.775,95.0,1.0,1.61,81.0,16.75,63.25,75.0,7.6075,81.0,0.1,4573.9590527499995,3379953.0,13.2,Asia,Western Asia
Lebanon,2012-2015,74.9,96.75,1.0,1.3800000000000001,81.0,480.25,65.2,75.0,6.669999999999999,81.0,0.1,4660.581521,1858503.5,13.3,Asia,Western Asia
Lesotho,2000-2003,46.56666666666666,618.6666666666666,5.0,2.6,17.0,72.66666666666667,25.899999999999995,57.0,7.19,57.0,32.5,183.11647100000002,756721.3333333334,10.4,Africa,Sub-Saharan Africa
Lesotho,2004-2007,45.2,657.0,4.75,2.4425,48.25,8.5,27.625,88.0,7.2125,68.75,33.375,869.6673441,1957805.0,10.674999999999999,Africa,Sub-Saharan Africa
Lesotho,2008-2011,50.15,434.25,4.25,2.65,92.0,665.0,22.725,90.5,8.0775,92.0,17.35,1095.8029860000001,127659.75,10.85,Africa,Sub-Saharan Africa
Lesotho,2012-2015,52.525000000000006,509.25,4.0,0.01,93.5,173.75,24.95,30.0,8.153333333333334,93.5,9.325,956.579411,1681929.75,10.9,Africa,Sub-Saharan Africa
Liberia,2000-2003,52.5,248.66666666666666,13.333333333333334,4.293333333333333,70.49358974358975,550.6666666666666,8.733333333333334,51.333333333333336,5.093333333333333,38.666666666666664,3.1333333333333333,161.65375076666666,2156742.6666666665,10.4,Africa,Sub-Saharan Africa
Liberia,2004-2007,55.975,240.75,11.25,4.1275,70.49358974358975,8.25,22.2,61.5,5.077500000000001,27.0,3.025,129.598707025,2597826.75,10.05,Africa,Sub-Saharan Africa
Liberia,2008-2011,59.875,274.0,9.5,3.7475,63.0,621.5,24.225,77.75,12.33,60.0,1.9500000000000002,243.35009100000002,2867453.25,9.65,Africa,Sub-Saharan Africa
Liberia,2012-2015,61.9,276.75,8.5,0.01,35.25,284.25,26.425,46.0,3.9466666666666668,35.25,1.025,445.08413125000004,3351803.0,9.8,Africa,Sub-Saharan Africa
Libya,2000-2003,71.13333333333333,145.66666666666666,3.0,0.01,93.33333333333333,1507.6666666666667,54.0,94.0,4.59,94.0,0.10000000000000002,3773.997132666667,16268605.401041666,15.833333333333334,Africa,Northern Africa
Libya,2004-2007,72.025,136.25,2.0,0.01,98.0,780.75,56.35,97.75,2.8274999999999997,97.75,0.1,4810.43804475,16268605.401041666,15.525,Africa,Northern Africa
Libya,2008-2011,72.35,139.25,2.0,0.01,98.0,84.25,46.0,98.0,3.4575,98.0,0.1,4367.1429085,16268605.401041666,14.425,Africa,Northern Africa
Libya,2012-2015,72.72500000000001,137.0,1.75,0.01,96.25,193.5,63.3,96.25,4.533333333333333,96.25,0.1,2580.4532878736845,16268605.401041666,13.475,Africa,Northern Africa
Lithuania,2000-2003,71.39999999999999,21.666666666666668,0.0,10.829999999999998,94.66666666666667,37.0,57.5,95.0,6.373333333333334,94.66666666666667,0.10000000000000002,1685.2236446666666,1369132.6666666667,15.266666666666666,Europe,Northern Europe
Lithuania,2004-2007,74.4,124.75,0.0,12.625,95.0,0.75,58.55,72.75,5.98,94.25,0.1,5440.671949,1804649.0,16.325,Europe,Northern Europe
Lithuania,2008-2011,72.125,155.5,0.0,12.815000000000001,95.0,2.5,32.875,95.25,7.2250000000000005,95.25,0.1,13285.39121,1771636.0,16.65,Europe,Northern Europe
Lithuania,2012-2015,73.25,172.0,0.0,15.123333333333333,93.5,24.0,48.15,93.0,6.603333333333333,93.0,0.1,15215.514919999998,2226830.0,16.475,Europe,Northern Europe
Luxembourg,2000-2003,78.3,94.33333333333333,0.0,12.803333333333333,92.0,0.3333333333333333,55.199999999999996,99.0,7.78,98.66666666666667,0.10000000000000002,39639.65165000001,310954.3333333333,13.5,Europe,Western Europe
Luxembourg,2004-2007,79.15,67.0,0.0,11.9975,92.75,2.0,57.2,98.25,7.675,99.0,0.1,43841.06317750001,365920.75,13.5,Europe,Western Europe
Luxembourg,2008-2011,84.25,57.25,0.0,11.4525,94.5,1.75,59.0,96.0,7.6175,99.0,0.1,64554.862649999995,280487.0,13.65,Europe,Western Europe
Luxembourg,2012-2015,81.55,50.75,0.0,11.159999999999998,94.0,0.5,20.2,99.0,7.073333333333333,99.0,0.1,62718.387525,180391.25,13.9,Europe,Western Europe
Madagascar,2000-2003,59.300000000000004,271.6666666666667,41.0,0.96,56.0,27461.666666666668,14.666666666666666,44.0,5.09,44.666666666666664,0.6999999999999998,285.88052553333335,11890396.666666666,8.333333333333334,Africa,Sub-Saharan Africa
Madagascar,2004-2007,64.075,264.0,36.5,0.73,79.5,8890.0,16.05,62.0,5.07,83.0,0.6,297.4872616,10360378.0,8.925,Africa,Sub-Saharan Africa
Madagascar,2008-2011,63.05,250.5,32.5,0.8975,58.5,1.0,17.8,58.25,4.575,58.5,0.475,332.7813454,11606175.75,9.875,Africa,Sub-Saharan Africa
Madagascar,2012-2015,64.9,126.25,29.0,0.5833333333333334,55.75,3.5,10.75,72.0,3.6700000000000004,55.75,0.35,350.00140242500004,12522547.0,10.275,Africa,Sub-Saharan Africa
Malawi,2000-2003,44.03333333333333,426.3333333333333,45.666666666666664,1.11,74.0,136.33333333333334,14.799999999999999,83.33333333333333,5.623333333333334,52.333333333333336,24.666666666666668,67.63131813333332,8415420.333333334,10.266666666666667,Africa,Sub-Saharan Africa
Malawi,2004-2007,46.675,456.75,38.5,1.1275,92.0,361.0,16.05,93.75,8.58,92.0,21.55,158.128215525,4355395.0,9.75,Africa,Sub-Saharan Africa
Malawi,2008-2011,52.125,479.75,34.75,1.185,93.5,29694.75,17.45,92.0,4.0125,93.5,14.174999999999999,346.643567275,8221777.25,10.075,Africa,Sub-Saharan Africa
Malawi,2012-2015,56.975,294.5,28.25,0.01,91.0,3.75,19.0,89.75,8.646666666666667,91.0,6.125,356.206024875,5068271.75,10.725,Africa,Sub-Saharan Africa
Malaysia,2000-2003,72.89999999999999,98.66666666666667,3.6666666666666665,0.5,95.0,1079.3333333333333,27.900000000000002,95.0,3.5833333333333335,95.33333333333333,0.10000000000000002,4182.051913333333,9679193.666666666,12.0,Asia,South-eastern Asia
Malaysia,2004-2007,73.475,134.75,3.0,0.45,95.25,2023.5,24.4,95.75,3.5725,95.75,0.1,6010.363708250001,20236555.75,12.65,Asia,South-eastern Asia
Malaysia,2008-2011,74.05,101.75,3.0,0.485,96.25,532.25,34.849999999999994,96.5,3.83,96.5,0.1,4239.21429075,15555992.25,12.725,Asia,South-eastern Asia
Malaysia,2012-2015,74.725,126.5,3.5,0.5266666666666667,97.0,900.5,30.0,97.5,4.156666666666666,97.5,0.1,6122.34535575,2485038.0,12.975,Asia,South-eastern Asia
Maldives,2000-2003,74.16666666666667,121.66666666666667,0.0,1.8933333333333333,98.0,333.6666666666667,16.166666666666668,97.66666666666667,5.84,98.0,0.10000000000000002,1254.4320703333333,207.66666666666666,11.866666666666667,Asia,Southern Asia
Maldives,2004-2007,74.525,69.75,0.0,1.6175000000000002,97.75,374.75,18.375,97.5,7.3549999999999995,97.5,0.1,2955.803108,328.75,12.05,Asia,Southern Asia
Maldives,2008-2011,76.55,74.0,0.0,1.775,97.25,1.5,17.175,97.25,8.64,97.0,0.1,3389.2841710000002,285.5,11.75,Asia,Southern Asia
Maldives,2012-2015,78.05,63.0,0.0,0.01,99.0,0.0,25.7,99.0,11.35,99.0,0.1,7441.527237,12495.5,12.475,Asia,Southern Asia
Mali,2000-2003,52.73333333333333,121.33333333333333,59.666666666666664,0.5266666666666667,79.0,1804.3333333333333,16.533333333333335,62.666666666666664,6.32,57.666666666666664,2.3000000000000003,254.2875882333333,7685771.666666667,4.8999999999999995,Africa,Sub-Saharan Africa
Mali,2004-2007,53.925,223.75,57.0,0.53,59.75,83.75,18.25,60.0,6.5375,74.5,1.85,511.144814975,4182072.25,5.95,Africa,Sub-Saharan Africa
Mali,2008-2011,56.2,274.5,54.5,0.5925,70.75,1195.0,11.450000000000001,75.0,6.6325,71.5,1.55,575.2747897,4329346.75,6.925,Africa,Sub-Saharan Africa
Mali,2012-2015,57.625,210.0,52.5,0.01,68.0,266.75,22.85,54.75,6.636666666666667,68.0,1.55,777.576288825,8801031.5,8.075,Africa,Sub-Saharan Africa
Malta,2000-2003,78.16666666666667,75.0,0.0,6.016666666666667,89.0,4.333333333333333,63.36666666666667,94.66666666666667,7.8566666666666665,94.66666666666667,0.10000000000000002,8885.238516666666,277959.6666666667,13.766666666666666,Europe,Southern Europe
Malta,2004-2007,79.15,66.75,0.0,7.3075,84.5,3.25,65.3,85.5,8.645,85.0,0.1,13350.5082925,34091.0,14.55,Europe,Southern Europe
Malta,2008-2011,83.0,62.0,0.0,7.335,82.25,1.25,67.32499999999999,79.25,8.595,79.25,0.1,12403.49782,229895.5,14.6,Europe,Southern Europe
Malta,2012-2015,81.3,56.0,0.0,8.246666666666668,72.75,0.5,69.0,98.5,9.863333333333333,98.5,0.1,7756.3654975,425516.75,14.3,Europe,Southern Europe
Mauritania,2000-2003,62.0,227.66666666666666,7.333333333333333,0.013333333333333334,70.49358974358975,1964.0,22.3,80.33333333333333,4.726666666666667,80.0,1.2333333333333334,346.5902010666667,2036691.3333333333,6.533333333333334,Africa,Sub-Saharan Africa
Mauritania,2004-2007,65.05,221.75,8.0,0.0125,61.333333333333336,1299.75,24.525,70.5,3.915,55.25,1.3,454.435033975,1002378.25,7.125,Africa,Sub-Saharan Africa
Mauritania,2008-2011,61.825,214.5,8.0,0.0125,69.25,463.0,27.1,65.25,3.2925,69.25,1.225,707.75486675,1197761.0,7.4,Africa,Sub-Saharan Africa
Mauritania,2012-2015,62.825,27.0,8.0,0.01,43.25,28.0,16.275,41.75,3.5866666666666664,43.25,1.025,998.6968535,1251647.25,8.25,Africa,Sub-Saharan Africa
Mauritius,2000-2003,71.5,176.66666666666666,0.0,4.2,92.33333333333333,259.0,26.366666666666664,93.33333333333333,4.086666666666667,93.0,0.10000000000000002,4124.347584666667,480748.3333333333,12.433333333333332,Africa,Sub-Saharan Africa
Mauritius,2004-2007,72.175,165.5,0.0,3.7675,97.25,12.75,28.3,97.25,4.345,97.25,0.1,5654.23866075,649606.5,13.175,Africa,Sub-Saharan Africa
Mauritius,2008-2011,73.1,163.25,0.0,2.825,98.75,10.25,16.975,98.75,5.015,98.75,0.125,4151.8518905,654512.0,13.875,Africa,Sub-Saharan Africa
Mauritius,2012-2015,74.2,148.75,0.0,0.01,97.5,0.0,32.55,98.0,4.796666666666667,97.5,0.1,7333.63701975,691933.5,14.725,Africa,Sub-Saharan Africa
Mexico,2000-2003,75.0,126.66666666666667,49.0,4.836666666666667,97.33333333333333,15.666666666666666,54.06666666666666,97.66666666666667,5.69,97.33333333333333,0.10000000000000002,2733.399917,1045596.3333333334,11.700000000000001,Americas,Latin America and the Caribbean
Mexico,2004-2007,75.625,124.5,41.0,5.0725,98.0,23.25,56.8,98.0,6.065,98.0,0.1,6221.914839,37124133.75,12.2,Americas,Latin America and the Caribbean
Mexico,2008-2011,75.75,97.75,35.5,5.285,95.75,0.75,32.75,95.75,6.4975,95.75,0.1,9057.92657125,35090068.75,12.475,Americas,Latin America and the Caribbean
Mexico,2012-2015,76.55,94.75,31.5,5.260000000000001,86.75,0.75,62.475,89.0,6.27,89.0,0.1,3219.2015965,34412742.75,13.0,Americas,Latin America and the Caribbean
Micronesia (Federated States of),2000-2003,66.96666666666667,74.0,0.0,2.9166666666666665,85.0,0.0,62.4,83.66666666666667,8.823333333333332,83.66666666666667,0.10000000000000002,1160.4286654458333,40852.39583333333,10.233333333333333,Oceania,Micronesia
Micronesia (Federated States of),2004-2007,67.95,177.0,0.0,1.8225,48.0,0.0,63.9,84.0,9.415,79.5,0.1,1160.4286654458333,40852.39583333333,10.775,Oceania,Micronesia
Micronesia (Federated States of),2008-2011,68.625,171.5,0.0,1.92,87.25,0.0,66.1,84.25,13.4925,86.25,0.1,1160.4286654458333,40852.39583333333,11.45,Oceania,Micronesia
Micronesia (Federated States of),2012-2015,69.25,166.0,0.0,2.0766666666666667,81.0,35.0,68.425,77.25,13.286666666666667,77.75,0.1,1160.4286654458333,40852.39583333333,11.7,Oceania,Micronesia
Mongolia,2000-2003,63.666666666666664,266.6666666666667,2.0,2.2033333333333336,97.0,3966.6666666666665,27.8,97.0,5.813333333333333,97.0,0.10000000000000002,580.7420163333333,2444240.3333333335,10.0,Asia,Eastern Asia
